mlbam_id,lahman_id
491708,caminar01
493131,kobayma01
115764,heniola01
122617,sprinbr01
115519,harrido01
119987,olivejo01
460003,teagata01
114386,frankmo01
122080,shawbo01
425530,stokebr01
122366,smithpo02
444382,bonined01
113771,eganto01
122411,smithre02
133242,gonzaga02
112572,connege01
817097,stevewi01
543054,cosarja01
643400,knighdu01
457922,hurleer01
120669,poormto01
579328,kikucyu01
818002,nash02
547348,leech01
120578,piktuge01
111794,bushdo01
327692,forstsc01
115281,habyajo01
116741,joneswi01
111806,butchjo01
110603,barrsc01
120267,pascuca01
111903,camerja01
114697,gentisa01
113945,evansbi02
119634,naehrti01
446386,guyerbr01
119291,moorede01
817133,sparkjo01
431170,reyesjo02
111893,callawe01
110781,bedelho01
817060,summelo01
121619,sagera.01
425786,atchisc01
454975,iribahe01
572971,keuchda01
110417,babitsh01
816553,willilo01
820706,andre06
115242,gullibi01
643615,zeuchtj01
115317,hairssa01
819897,curryru01
434567,sotoge01
118409,mastepa01
641360,bickfph01
624522,thompke02
121110,reynosh01
122797,stillro01
113954,ewellge01
502457,hayesdr01
608652,farrelu01
114432,fricama01
118264,manusfr01
668684,tullyta01
110385,ausmubr01
119602,musiast01
117660,lejohdo01
123340,tietjle01
818287,matthja01
816583,willifr02
118362,martiti02
818517,levisos01
115276,haased01
120786,pruiete01
489242,rhymewi01
115972,hinsopa01
112183,chancfr01
120583,pilnean01
114182,fiskca01
123120,taveral01
115888,hickeed01
117638,lehnepa01
117441,lampehe01
116816,kaisebo01
116202,howardo01
119043,miksied01
117380,kuzavbo01
503437,beresja01
117036,kibblja01
434378,verlaju01
592743,simmoan01
124392,wilsoga03
660896,alcaljo01
656638,langeal01
118554,mccarto01
122092,sheare01
819477,frazifl01
121953,sealejo01
818831,jeffeed01
465674,ciriape01
607216,krehbjo01
119338,moranch01
122820,stonede01
120597,pirklgr01
120452,peterje01
502165,carpean01
118969,merewar01
121394,rogodmi01
820423,bradf03
542289,corcida01
120697,postle01
122102,sheehja01
451256,birkiku01
112745,covinch01
678368,bellova01
119982,olivaom01
686610,waldike01
434587,lowerde01
115615,haugsph01
114451,fritzch01
120238,parksde01
119179,mintzst01
114500,gablefr01
115506,harrian02
122672,stanlmi01
454972,sanchro01
115472,hargrpi01
681190,vasqura02
120556,piercgr01
592705,rumbeni01
121849,schneka01
118952,menosmi01
571718,goodwbr01
664350,sanchsi01
118518,mcbeaal01
136603,maxweja01
408108,sanchfr01
123331,tiantlu01
817539,rileed01
430935,hamelco01
113271,dennyje01
818295,matlole01
400083,torrean02
113540,dragodi01
119617,myershe01
124172,whitede02
117330,kruegot01
434958,greense01
693304,gonzani01
111566,brownke03
119348,mordemi01
115270,gwynnto01
111933,campbma02
116135,hoovejo01
118443,mattido01
627894,goharlu01
425532,willije01
676467,gordoco01
660546,diazye01
623465,phillev01
502082,chiselo01
491696,sucreje01
623993,santaan02
818978,holstfl01
120161,paddedi01
124127,weverst01
122060,shantbo01
816762,walkert01
112641,coomero01
543343,hultzda01
820044,coachja01
121590,ryanja01
119872,nuxhajo01
116849,karpry01
122203,shultto01
110070,adamsmi01
816441,young05
642211,williju02
113553,dreesbi01
818715,johnswa04
121768,schalbi01
113068,daubeha01
501822,hatchch02
123702,verbajo01
460092,lerouch01
471822,diazju03
817728,pipkidi01
150016,coffiiv01
819046,hernara03
430635,johnsmi03
115552,harthu01
116785,judenje01
430591,gimenhe01
203719,laclage01
114636,garrifo01
115154,griggar01
115282,hachir01
119837,normafr01
116832,kanejo01
608422,godoyjo01
112909,cubbami01
820433,bowerle01
121530,ruckena01
118602,mccorba01
133420,gipsoch01
702674,danaca01
819908,cunniha01
408252,phillbr01
121362,rodriri01
115415,haneych01
456696,hernada01
119227,mohleki01
123281,thompfr01
425496,rossco01
122464,smithvi01
119974,o'leada01
676882,seaglch01
110674,batesde01
820412,bradlpr01
136585,tessmja01
820265,burnete01
112273,chrisjo01
121440,rootch01
120189,palmmi01
117016,kernsru01
110613,barreji01
124630,wyliere01
112519,colliri03
114222,flateja01
820180,carlima01
119587,murrare01
344924,jacquth01
123460,treshmi01
122953,sullijo03
676113,deloaza01
429421,porteco01
115211,grundke01
120315,pavliro01
430668,hairssc01
119072,milleel02
123756,vosbeed01
123748,voisebi01
114306,fordte01
818520,leonabu99
114884,goebeed01
120732,powerji01
115318,haislji01
818771,johnsbu02
457122,cherrro01
112792,cranesa02
124613,wrighta01
458913,younger03
572703,bardlu01
115391,hammoch01
116361,hustibe01
677595,mauriro01
120635,podbibu01
115225,guesewh01
116671,jonesch05
542642,liriary01
133228,edmonbr01
621294,hellebe01
819542,fiferjo01
119266,montgje01
123316,thornot01
150041,nortoph01
114999,gowella01
622703,herrero01
113189,deckest01
119344,moransa01
113026,d'amije01
116524,jenkijo01
110935,berryjo02
642350,sirijo01
818982,hollyst01
430886,dallibr01
543045,conlead01
117310,kremmji01
116194,hovlest01
657209,deetzde01
820594,barnebi02
641513,demertr01
657140,wrighky01
209063,stowech01
818421,loweki01
123999,weathro01
123092,tappeel01
820002,cookco01
819505,forcebi01
818914,huntecl01
113651,duranmi01
124693,youngdm01
121193,ridzist01
679775,backhky01
114651,gastomi01
816644,whitl02
114248,floodcu01
122658,stangle01
119963,ojalaki01
112995,dailesa01
119997,olmstal01
124288,willibe02
123029,swartmo01
592848,weissza01
150159,randost01
110701,baumapa01
122061,shantbi01
119557,murphho01
621399,feiglbr01
116253,huberot01
120450,peskyjo01
430930,lewisfr02
676775,winnke01
110252,anderri01
465705,harmabr01
670764,wallsta01
820111,chacope01
656467,gittech01
664285,valdefr01
118363,martida01
113821,ellissa01
117323,krockgu01
117745,lewisbi01
218894,padilvi01
431164,johnsty01
642137,thomaco01
118590,mcconsa01
682254,montgma01
340393,gloadro01
111283,bowdeti01
124174,whiteha01
116174,houckby01
820727,allento02
117880,lombaer01
123328,thurmbo01
121706,satrito01
818288,matthje01
118538,mccalwi01
671976,petertr01
113458,donovfr01
817017,tayloca02
124238,wiedech01
120302,pattiji01
435078,ariasjo01
122028,sextofr01
119486,mulcahu01
120598,pirtlge01
123680,veachal01
114199,fitzkpa01
122423,smithke02
571616,dermoma01
112749,cowanbi01
122602,splitpa01
119980,olivato01
451216,wilsobr01
113452,donnech01
118741,mcguibi01
110868,benneer01
114702,georggr01
111212,boolere01
121890,schuljo03
115875,heussed01
122965,sullisu01
116502,jatapa01
122931,suggsge01
119612,myattgl01
114928,gonzaje01
111705,burgesm01
206551,morame01
117322,krivdri01
119469,moyerja01
122419,smithja02
111781,burttde01
112148,cavetpu01
114099,fewstch01
435404,rabejo01
110465,bakerch01
116000,hockide01
114478,fulleha01
346847,beimejo01
115499,harresl01
820414,bradyfa01
430653,knoedju01
554431,matzety01
820378,brons02
114932,gonzaju03
123321,thrasbu01
123288,thompja01
112143,causere01
805673,matthze01
110300,aragoja01
624419,ciuffni01
113027,dammabi01
117110,kirbycl01
656775,mullice01
113611,dulibbo01
120264,paschbe01
621261,oswalco01
817825,pearsle02
110183,alomaro01
117402,ladewst01
121503,rowedo01
690993,keithco01
112331,clarkca01
676395,garciro04
123355,tinslle01
111484,brittji01
113095,davisle01
114310,foremha01
121634,salisbi01
118619,mcculcl01
112528,colpadi01
457918,happja01
446367,putkolu01
114185,fittepa01
124054,weisswa01
605195,crickky01
112165,chadwra01
123102,tatehu01
117485,lannijo01
408057,jenksbo01
117152,klimkro01
113305,devench01
111138,bockura01
113259,demoldo01
111039,blackbu01
112324,clarkpe01
114585,garcida02
467070,herreel01
117581,leachte01
429360,gilfija01
820267,burrisa01
122209,siebeno01
113318,devoral01
116959,kellyro01
120122,otterbi01
114469,fuentmi01
111506,bronkhe01
118725,mcgrajo02
115205,grubbjo01
114421,frencla01
605182,clevimi01
433579,danksjo01
819754,dixonge01
111713,burkach01
121312,robinfr01
118747,mchalbo01
123129,tayloch02
420672,seibeph01
819236,hairsha01
817202,smithdo03
110104,albagi01
114899,goldsha01
116826,kammebo01
502133,cardead01
110329,arndtha01
671131,rutleja01
113115,davisja01
820428,boydfr02
115591,hasnepe01
121757,schaege01
121065,renfeer01
112936,cummija01
687221,rushida01
123372,toddfr01
113889,erstada01
123423,townsge01
110920,bernhju01
534576,schlogu01
118639,mcdonte01
452241,mockga01
112586,connoji01
123208,tesreje01
119698,nelsoan01
123402,torgeea01
120492,pfeffje01
123598,valdero01
113025,damasja01
663799,terrycu01
114818,gilmogr01
110959,betteje01
519144,porceri01
816558,willile06
123306,thompwi01
120017,o'neimi02
501994,bensojo01
122939,sullija01
431159,shoppke01
113340,dickebi01
119743,newmaal01
116080,holliho01
121138,riceha02
445590,stulter01
817823,peacewa01
121738,scalzsk01
123253,thomabu02
114674,gedeoel01
818632,kempga01
111983,cardico01
607068,reedch01
120863,rachust01
110691,battijo01
119746,newmaje01
122130,sheri01
819366,godinma01
122314,slattja01
435263,mccanbr01
113811,ellioju01
117255,koosmje01
121296,roberbo01
113779,eicheju01
118848,mcnamti01
123998,weafeke01
110283,annisbi01
445971,woodti01
819373,gipsoal01
424164,saarlki01
112927,culloni01
114265,flynned01
121340,rockepa01
122040,shaffjo01
114519,gaineja01
115435,hansean01
543334,housetj01
111889,callajo01
119891,o'bried01
120894,rajsida01
817431,rossra01
663738,lynchda02
114660,gaulemi01
121730,saxda01
110269,andrejo02
114108,fieldge01
117378,kutynma01
120283,patteca01
114562,gandybo01
116950,kellyjo03
492699,waltzjo99
543518,mcgousc01
672552,olougja01
122741,stenzja01
118300,marquji01
112547,comstra01
111011,birmijo01
119326,moorebi03
115529,harrile01
119481,muellbi01
114240,fletcto01
136422,michach01
695534,pettych02
694376,whitcsh01
817889,pagete01
121624,st.cleb01
111612,brubabr01
124388,wilsoen01
112759,coxje01
122743,stephbr01
116326,huntebr02
608577,mazarno01
110902,bergejo01
817175,smithmi07
453256,rodried04
819781,dialslo01
110816,bellda01
519043,moorema02
119572,murphto02
408039,tagucso01
116875,kearnto01
120288,pattegi01
123007,suttoez01
117554,lawleto01
817128,spencza01
110860,benitya01
408195,pearste01
115659,headra01
118034,lynchmi01
113384,dipiebo01
124276,wilkste01
116779,joycebi01
121497,roushed01
114733,getzich01
110425,badgrre01
119625,myersha01
124441,winchsc01
121387,rogerle01
458587,emausbr01
607680,pillake01
656509,harrimo01
122919,stynene01
660271,ohtansh01
124030,weedebe01
666922,aguilry01
118566,mccaual01
519208,robincl01
112147,cavenik01
118555,mccarto03
113229,deleojo01
819175,harri11
118450,matuzha01
110543,bantaja01
114648,gastfed01
117932,loudear01
110078,adkindo01
669127,langesh01
676130,buttojo01
435500,gieseda01
123713,versazo01
122204,shumaha01
117940,lovelto01
119803,nillra01
117955,lowede01
819301,grantle01
118658,mcdowro01
819768,diazfe02
122162,shinnti01
110562,bargagr01
120374,penajo01
114736,gharrpa01
117952,lowdegr01
121591,ryanbu01
121891,schulbo01
115528,harrijo02
121207,rikarcu01
119772,nichoov01
117748,lezcaca01
124088,wentzst01
474521,tollesh01
121310,robinfl01
122158,shinagi01
120078,ortizba01
117675,lennoed02
123241,thomada01
113507,dowdsn01
571697,gennesc01
817985,neilra01
607111,wilsoja04
116036,hoffmje01
818142,millehe01
120022,o'neiti01
819369,glassca01
430101,cordech01
111086,blassst01
119545,murphda05
124682,yosted01
116514,jeffeje01
110116,alcocsc01
460654,milleja03
687924,aguiaju01
112968,curtiha01
123270,thomaer01
449072,mccleky01
115497,harrato01
818480,lisbymo01
115569,hartmfr01
122857,strando01
460067,crowetr01
116071,hollamu01
819082,hendebu01
116404,irvined01
110020,abernte01
117134,klaerhu01
122685,stargwi01
115953,hillima01
592254,deleojo03
123542,tysonty01
817530,riverch01
120522,phillto02
111223,bootham01
489119,mileywa01
117107,kippebo01
120416,perezto03
607968,rucindr01
817603,reddidi01
277415,youngda01
150116,wolfra02
408054,gregoto01
276540,smithch07
113894,escheji01
453368,zawadla01
114974,gorinch01
114225,fleitan01
123841,walketo01
150057,sosaju01
115378,hamilda02
518568,colonch01
819476,frazior01
112841,crockda01
117743,lewissc01
113833,embreal01
819031,heywoch01
118768,mckeeji02
425307,dawlejo01
816427,youngno01
820186,caperle01
118308,marrobu01
110155,allenmy01
545338,frankni01
118315,marshda01
676637,sandeph01
664849,youngda02
342192,maireos01
503483,clarkza01
114417,freisda01
819534,finneed01
121252,riverru01
111968,cantzba01
818789,johns17
672578,hernaca04
121330,robsoto01
573109,ramosaj01
122008,serenbi01
455730,waddeja01
111807,butchmi01
121671,sandera01
818725,johnssh02
111571,brownll01
118816,mcmahja01
110768,beckebe01
110369,attredi01
621112,blackpa01
118843,mcnamge01
121278,roberda06
122720,steinbi02
121905,schwami01
594985,rowenbe01
817974,newmata01
112669,corbira01
434668,delcama01
121106,reynodo01
459438,dlugabr01
121793,schelda01
519381,vendipa01
133360,doddro01
118014,lusher01
114860,gleatje01
123317,thornwa01
111225,bootyjo01
672279,sianimi01
119739,newhoha01
570560,sanchca01
150229,pierza.01
110110,albosed01
819927,cruema01
519184,reverbe01
122149,shielch01
120455,peterga01
119320,moorete01
218594,rodrili01
120201,palysst01
112987,dagenjo01
801216,montech01
818204,mcneewi01
110858,beniqju01
117088,kingst01
820509,bibbsra01
112310,clappaa01
819205,hancoar01
808975,kimhy02
150086,coolbmi01
119099,milleke02
123433,traffjo01
641583,fowledu01
689690,jacobal01
123915,wardga01
111567,brownke04
120984,redmobi01
115053,gratedo01
120063,orrda01
120883,rafteja01
112530,coltola01
114714,gerhajo01
119503,mullihe01
121354,rodrifr01
120729,powerto01
113709,eastehe01
518863,jordata01
120796,puigri01
132241,coreybr01
606115,arciaor01
110160,allenbo01
123030,swartda01
459943,clemeje01
117028,ketchgu01
118930,melenfr01
120569,piersda01
818561,lansiwi01
117357,kuhnbu01
119638,nagleto01
430637,johnske05
425899,mannich01
592656,ramoshe01
110938,berryto01
121949,scrivch01
124268,wilkide01
114382,frank01
606213,merceye01
111505,bronkje01
119700,nelsoem01
667427,jacksza02
114374,francjo01
121338,rockle01
118356,martibi01
120595,pippeco01
111367,bradybi01
112986,dadepa01
110630,barrocu01
122372,smithda03
124752,zearfda01
113877,erickdo01
116460,jacobla01
110831,bellle01
441368,castial02
816464,wrighjo02
420684,kozlobe01
111227,borbope01
114723,geronce01
110289,antonbi01
607555,guilbta01
116899,keeneje01
121527,rubiojo01
122068,sharrja01
462480,cruzrh01
683002,hendegu01
571479,bellaan01
400058,lidgebr01
121529,ruckeda01
801434,gervapa01
641555,escarjc01
113205,dehlmhe01
657757,sheetga01
122968,sullito03
118648,mcdonbe01
407892,prattan01
110434,bahnsst01
111939,campbgi01
116052,hogsech01
123338,tiernco01
119057,millafr01
122360,smithre06
571476,beckch02
118012,luquedo01
607391,mazzach01
117337,krugeab01
817390,salvama01
545115,dreyfba99
111728,burkebo01
518418,aumonph01
206463,winkejo01
114388,frascjo01
121335,rochebe01
693855,seymoia01
111930,campbjo01
407867,journji01
429842,wagnery01
571875,lambja01
121904,schutca01
117189,knickbi01
820387,briggot01
220194,durazer01
434665,masseni01
116614,johnspa01
117684,leonma01
119135,milliwa01
114907,golviwa01
123555,ullgesc01
572019,paulsbe01
819066,henryot01
123758,vossal01
664196,anderta01
118608,mccrale01
118876,mcshape01
679822,foscuju01
110207,alvaros01
573204,thielca01
817170,smithr07
817650,quick02
820562,bauzama01
444935,hagadni01
543743,sappeda01
641778,lauerer01
112686,corgach01
111250,boskish01
664714,newsolj01
518595,darnatr01
113667,duryeje01
136861,minorry01
430603,kellydo01
124468,wirtske01
115037,grammal01
118605,mccovwi01
121186,riconha01
110195,altampo01
545116,kuhnbo99
110460,bairdbo01
114479,fulleji01
112158,cermaed01
571858,klinebr01
656941,schwaky01
119019,meyerle01
123046,sweetri01
112070,cartwed01
110808,belchke01
124467,wirthal01
121742,scanlpa01
116343,huntzwa01
641941,paganem01
669330,wellsty01
123636,vandeed01
425863,heintch01
121536,rudoldu01
693433,woobr01
465784,cabreev01
124598,wrighge03
110126,alexage01
120304,pattobi01
114176,fishera01
121109,reynoke01
114340,fothebo01
115846,herritr01
117613,leete01
117704,leriawa01
114743,gibbojo01
113652,durbiki01
110791,beechro01
819599,ewingbu02
123476,trottsa01
116560,johnsal01
119761,nichoki01
596056,nogowjo01
110233,anderdw01
111060,blairwi01
519222,rominau01
115821,hernaev01
640444,crowewi01
111906,camildo02
816774,walkeal01
110865,bennech01
115324,haleod01
433477,greenan01
605253,gorete01
113888,erskica01
111952,candejo01
114174,fishema01
123265,thomato01
115253,gunnito01
118883,mcweedo01
123367,tobinjo02
110551,barbest02
664057,stevean01
682990,priesqu01
110879,bentlja01
656981,solompe01
116436,jacksmi02
449104,hendeji01
124176,whiteje01
819839,davisro05
666215,whitlfo01
121982,seilhri01
117514,larsedo01
122515,sockach01
114168,fishefr01
819474,freembi01
115448,hanyzed01
117199,knodera01
123743,vizcajo01
593334,germado01
111414,bredebr01
118301,marqubo01
111660,buckljo01
592808,tolesan01
110514,ballji01
115765,henketo01
118702,mcgilbi01
114877,glynnbi01
123813,walkefr01
120506,phelped01
820626,baileal01
113735,edelmjo01
819127,hasti02
114587,garcifr01
119857,nossejo01
114195,fitzgma01
119031,mickegl01
592710,rutlejo01
434298,coffeto01
114943,goodra01
464416,pinoyo01
124236,widnewi01
690990,hortoca01
110863,bennhe01
124249,wihtosa01
114942,goodge01
123217,thatcgr01
114711,gerbege01
114734,geyerru01
123277,thompda01
124601,wrighji02
817207,smithch11
816584,williel02
448833,barnwch01
111260,bosweke01
113169,deanpa01
110351,ashbyan01
430889,murphbi02
120206,papaial01
686730,spierca01
676272,millebo06
452656,davidda01
818842,jager01
116222,howest01
111606,brownje01
677941,adamsjo03
119543,murphco01
117481,lanieha01
120179,pagnoto01
117183,kneppch01
123308,thomsbo01
685005,roach02
702176,rodenal01
124009,weaveor01
113925,eubanjo01
121150,richapa01
400116,mateohe01
119812,nixonot01
110745,beaslle01
115144,griffmi02
818245,mcdanbo01
118698,mcgehpa01
124470,wisehu01
119904,o'brira01
112466,coleed01
119582,murragl01
116971,kemnedu01
818152,millea02
122748,stephji01
118198,malliro01
116745,jordadu01
111052,bladtri01
400002,childma01
110438,bailesc01
434682,hernalu01
119631,myricbo01
113524,doyleji01
502624,anderch01
124012,weavefa01
118290,marklcl01
675915,banueda01
120727,powelbi01
650331,diazle01
114356,foxer01
117369,kurowwh01
121733,sayji01
150038,mcnicbr01
120432,perribi01
123994,waughji01
121036,reillha01
119984,oliveda02
124135,wheatch01
820071,clark10
818723,johnsto06
123482,troyda01
116720,jonesbo01
458036,stavini01
818959,horne02
816802,villama01
407907,valenjo04
116106,holmeto01
120327,peakel01
518692,freemfr01
111307,bowmaro01
120628,plockwa01
150324,leeca01
119735,newelt.01
113352,dierkla01
818621,kerry01
121133,ribande01
114923,gonzavi01
524329,mccarjo99
119687,nehfar01
122568,speecby01
120295,pattemi01
114295,forceda01
122633,staffge01
118446,mattocl01
115365,hallmbi02
113887,erricdi01
519345,terdojo01
445001,cassebo01
116852,karroer01
492626,burnhwa99
150197,maciajo01
543766,shawbr01
502582,schaflo01
110395,averiea02
121356,rodrihe01
670161,dunshpa01
819374,gipsote01
819194,hardelo01
116426,jacksda03
545357,purkema01
820145,cartesp01
122531,sommejo01
112622,cookea01
118541,mccamra01
115865,herzowh01
116570,johnsch03
121517,roylu01
121567,russeja01
116850,karpehe01
691026,winnma01
819901,cunnijo02
434885,houltdj01
816742,warear01
120997,reedmi01
113515,downial01
120444,perryha01
113863,enwrich01
116217,howarji01
819118,hay03
118580,mcclojo01
116810,kahnow01
120856,quirkar01
650907,pintore02
112628,cookcl01
461865,rominan01
119115,millero04
816911,torrega01
116487,jamesbi02
678692,henriro01
112537,comerwa01
605240,fryja01
819590,faiso01
115736,hemmige01
572000,ohlmami01
120140,owenser01
519322,storedr01
455009,broxtjo01
113471,doranto01
110799,begleji01
818275,mcadotu01
114617,gardnla01
118871,mcraebr01
656793,nelsoni01
641962,pelhacd01
435298,niemaje01
123341,tiftra01
113091,davidbi01
115203,grovero01
678316,cruzom01
641958,pattejo03
817250,simsle01
424144,perezol01
116678,jonesda04
121852,schoeju01
124745,zarilal01
819018,hilljo01
118885,mcwilbi01
122263,simsdu01
692024,carrial01
122858,stratas01
118881,mcveyca01
120661,pondar01
116083,hollida01
623166,millemi01
119198,mitchmi01
116325,huntro01
120321,paynege01
124486,withrfr01
116731,jonesto01
114205,flackma01
115142,griffma01
121289,roberdo01
624513,nunezdo01
118189,malayjo01
111985,cardwdo01
820560,baylo02
684007,imanash01
819954,crawfhu01
122357,smithbr02
400180,dayza01
115161,grimero01
816544,williro02
119584,murraji02
818122,mitchal01
118844,mcnamji01
113724,echevan01
111659,bucklje01
112840,crockcl01
623402,peterti01
424706,mcdouma01
111062,blaisdi01
819145,harrivi02
124090,weraju01
118793,mclaufr01
116910,kelbge01
124357,willile02
121653,samuero01
665804,amayami01
687859,johnstr02
643217,beninan01
114986,gosgeji01
114868,glennha01
123921,wardjo01
119028,michara01
407757,fieldna01
592387,healyry01
114081,ferraal01
113033,danieja01
116097,holmaga01
124112,westma01
111773,burroje01
124728,zachach01
118604,mccosba01
120962,raymocl01
641682,hendrry01
124214,whitmdi01
669234,malloju02
119182,mirabdo01
407819,thornma01
117978,lucefr01
641871,middlke01
114207,flagsir01
117133,kittrma01
112960,curryji01
110308,ardizru01
118488,maynabu01
596049,morimsh01
114987,gosligo01
123629,vancaal01
111258,boswean01
120630,plummbi01
123234,thomato02
150135,harpetr01
622097,thompja03
605254,gosseda01
425449,kooncgr01
123114,taubyfr01
120734,powerik01
459334,clevlbr01
115091,greenjo02
121495,rothsla01
696131,blackma01
124604,wrighja01
111301,bowmaab01
115430,hannaji01
502304,carpeda01
112863,crosscl01
282861,gandagu01
124552,woodeha01
683011,volpean01
110550,barbest01
114591,garcipe01
111012,birreba01
817277,shielji01
112192,chapida01
113005,dalesma01
607455,bandaan01
689041,thomarh01
111623,brumfja01
122129,sheriro01
113371,dillojo01
110011,abbotku01
819405,geeto01
113217,delamro01
818127,mirope01
694973,skenepa01
122536,songedo01
123374,toddji01
118940,meltoru01
820022,colli05
817349,saxonth01
124313,willige03
819691,dumpsbi01
663704,mcartja01
111797,bushefr01
506703,sanchad01
123945,warnoha01
121358,rodriiv01
656627,kolozma01
434704,youngde04
122843,stovage01
118459,maurira01
820555,bejerag01
671111,peralsa01
664062,gonsoto01
110196,altener01
117752,librafr01
116901,keeneha01
150201,swannpe01
121094,rextewi01
622694,hernael01
408250,serraji01
110771,beckema01
135783,castrra01
123520,turneto01
110803,behneme01
111120,bluegos01
118237,mannga01
124115,westeos01
119002,metziwi01
112691,cornema01
819265,griffro02
113865,enzenja01
116666,jonesde01
502202,boxbebr01
115832,hernaro01
117903,longmto01
122842,stoutal01
124099,werthde01
501647,rosarwi01
123831,walkejo01
119696,nekolbo01
118521,mcbriba01
122318,slaugba01
124335,willidi02
464341,huch01
110480,bakerfr01
124455,winhala01
218694,colanmi01
520471,galvifr01
492660,lucchfr99
116580,johnsdo03
111961,canojo01
114957,goodwcu01
276363,fostekr01
123128,tayloca01
111917,campaal01
119563,murphla01
119510,mulvejo01
819552,field05
818205,mcneare01
112824,crewsti01
121085,rettiot01
663623,irvinja01
816944,thompsa03
112426,coangi01
115868,hessto01
592644,plutkad01
120421,perkice01
506630,grantfr99
124120,westomi01
606983,gloveko01
116862,kaufmcu01
114608,gardnji01
121627,sakatle01
116224,howeldi02
819377,gilpi01
115413,handsbi01
115008,gracemi02
518420,axelrdy01
506641,whiteso99
121058,relafde01
473137,gronkle01
111694,burbrne01
668723,viladry01
666168,thompma02
110316,arlicdo01
111474,brinkch01
118073,macfami01
113457,donosli01
818133,miltohe01
121375,roettos01
115016,graffmi01
111741,burnewa01
668752,ellisdu01
461834,hulettu01
114165,fishedo01
122442,smithpa01
552640,kittran01
110619,barreti01
112984,daalom01
430582,wolfebr01
114270,flynnmi01
113080,davenda01
120268,pasekjo01
111800,buskejo01
445246,fulchje01
669256,solakni01
111234,bordimi01
120008,olwined01
111306,bowmabo02
605151,bradlar01
124475,wisesa01
111296,bowlegr01
113242,delocik01
664208,matonph01
819395,gibbojo03
117775,lindjo01
124696,younger02
118867,mcquige01
112721,cottedi01
117696,leovijo01
113574,drohato01
543459,lombast02
451600,garcich02
444992,welkedu01
279824,buehrma01
112179,chambbi01
120358,peguest01
110418,backmle01
121936,scottjo01
119943,oelkebr01
119465,mowera01
121233,ritchja01
115936,hillhe01
408244,castrbe01
121324,robined01
111101,blighne01
116781,juddmi01
116532,jensewo01
817628,ramirra04
542888,armstsh01
119568,murphdi01
110065,adamsmi02
111697,burchla01
136608,riosar01
111768,burrila01
121481,rossma01
118135,mageesh01
641149,parsowe01
671345,foleyja01
700337,queroed01
819847,davisl02
112213,charlno01
816864,tylereu01
120638,poeppmi01
817483,rodribi01
121072,rennabi01
114506,gaddyjo01
118858,mcnulbi01
118526,mcbripe01
819280,greenjo04
120287,patteda03
112805,crawfja01
440361,hoppeno01
591712,hernaos01
608718,suterbr01
453264,vealdo01
119979,olivajo01
112200,chapmja01
113070,dauerri01
488936,haltose01
122065,sharpbu01
119180,minutgi01
121209,rileyge01
466918,corpama01
115714,heisecl01
114486,fulmech01
119407,morribi01
123368,tobinja01
114015,farmebi01
114002,fanovfr01
136733,sampsbe01
450320,pignaca01
111793,bushjo01
670167,schrejo01
400152,watkist01
120467,peterha01
681806,wantzan01
123784,wagneho01
117620,leekge01
543089,davista01
123929,warddu01
124319,williji01
118712,mcginru01
407930,hillbo01
122344,smith01
816706,watkige02
111737,burleri01
110048,adamsbu01
114475,fulleni01
430619,huismju01
622668,castiiv01
122786,stewale01
110996,billiha01
110189,aloumo01
121632,salesed01
115327,haleda01
116084,hollije01
115466,hardyja02
279576,torrest01
115722,heldme01
117206,knottja01
677958,rockeku01
519256,schaewa99
116823,kalliru01
123828,walkeja01
112946,cunnira01
592325,gamelbe01
117642,leibone01
117176,knabeot01
817741,phillno01
594772,buchaja01
123975,watkige01
122428,smithbu01
113356,dietzro01
816460,wrighwi01
122957,sullijo01
118856,mcniced01
112383,clearjo01
118833,mcmulhu01
112083,caseyhu01
118647,mcdonjo01
110627,barrore01
110602,barondi01
124625,wurmfr01
111586,brownst01
119789,nielsmi01
506432,igawake01
117847,lochhha01
435219,hannaja01
427281,klembi99
118180,maisege01
456682,newmajo01
115969,hinridu01
621962,thomaia01
111568,brownla01
425473,stronja01
117838,lizotab01
114981,gormato03
820693,arangpe01
112795,cravebi01
116232,howelro02
120919,ramseto01
123131,taylodo01
119333,moralje01
114070,fermife01
687911,kingbr02
117098,kinnumi01
571841,kellyty01
136901,wittke01
124573,wooteju01
117664,lemasde01
120437,perrycl01
669391,whiteow01
111813,butlece01
121486,rossyri01
656234,birdja01
643511,rogerty01
110737,beardmi01
468915,colinal01
458501,cruzlu01
110818,bellde01
592779,stewabr01
113635,dunnji01
542993,burnsbi02
819915,culp02
115955,hillmer01
111718,burkegl01
112170,chambcr01
818399,lynnbi01
118657,mcdowod01
122196,shovljo01
115099,greento01
123896,walteke01
820012,colziji01
113142,davistr01
120889,raicher01
120873,raderdo01
123935,warhoja01
118958,merceor01
120699,postwa01
118927,mejiasa01
282565,mendeca01
819810,decuili01
543742,sandsje01
817050,suttole01
119163,mimbsmi01
122940,sullich02
123477,trottbi01
118583,mcclula01
122618,sprinde01
123840,walketo02
506429,fukumka01
119106,millera03
663989,vespini01
818272,mcbrifr01
671250,onajo01
686972,waiteco01
346855,duckwbr01
672779,marcatu01
110246,anderke01
116446,jacksbo01
115517,harrich01
110072,addisbo01
114297,fordda01
117104,kinziwa01
111790,buschdo01
820502,birdile01
642165,vanmejo01
115661,healyfr02
111502,brognri01
118967,merckke01
