season,team_id,team_abv,team_name,team_league_id,team_league,team_level_id,team_level_abv,player_id,player_full_name,player_first_name,player_last_name,player_use_name,player_initial_name,player_position,G,batting_PA,batting_AB,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_SB,batting_CS,batting_BB,batting_IBB,batting_SO,batting_TB,batting_GiDP_Opp,batting_GiDP,batting_SH,batting_SF,batting_HBP,batting_XBH,batting_GO,batting_AO,batting_FO,batting_PO,batting_LO,batting_CI,batting_LOB,batting_ground_hits,batting_fly_hits,batting_pop_hits,batting_line_hits,batting_pitches_faced,batting_swings,batting_whiffs,batting_balls_in_play,batting_reached_on_error,batting_walkoffs,batting_AVG,batting_OBP,batting_SLG,batting_OPS,batting_ISO,batting_BABiP,batting_GO/AO
2025,102,RR,Round Rock Express,112,PCL,11,AAA,688760,Blaine Crim,Linton,Crim,Blaine,B Crim,1B,28,126,115,36,6,1,7,25,1,3,10,1,21,65,21,5,0,1,0,14,28,31,18,6,7,0,49,12,8,0,16,465,220,56,95,1,1,0.313,0.087,0.565,0.652,0.252,0.33,0.903
2025,102,RR,Round Rock Express,112,PCL,11,AAA,677649,Ezequiel Duran,Ezequiel,Duran,Ezequiel,E Duran,3B/SS,8,34,31,9,2,0,2,2,4,0,3,0,9,17,2,1,0,0,0,4,6,7,5,2,0,0,9,2,2,0,5,145,72,20,22,1,0,0.29,0.088,0.548,0.636,0.258,0.35,0.857
2025,102,RR,Round Rock Express,112,PCL,11,AAA,679822,Justin Foscue,Justin,Foscue,Justin,J Foscue,1B/2B,26,120,102,31,7,0,3,14,1,0,16,0,24,47,17,2,1,1,0,10,25,24,17,7,0,0,29,15,5,0,11,473,220,47,80,2,1,0.304,0.143,0.461,0.604,0.157,0.368,1.042
2025,102,RR,Round Rock Express,112,PCL,11,AAA,683227,Cody Freeman,Cody,Freeman,Cody,C Freeman,3B,23,90,80,23,5,0,3,12,0,0,7,1,10,37,17,2,0,3,0,8,24,26,14,6,6,0,50,10,3,0,10,351,167,22,73,2,0,0.288,0.111,0.462,0.573,0.175,0.286,0.923
2025,102,RR,Round Rock Express,112,PCL,11,AAA,687005,Kellen Strahm,Kellen,Strahm,Kellen,K Strahm,RF/LF,24,88,75,19,5,0,3,6,10,0,12,0,21,33,8,3,1,0,0,8,20,16,3,4,9,0,34,5,4,1,9,340,133,34,55,1,0,0.253,0.138,0.44,0.578,0.187,0.314,1.25
2025,102,RR,Round Rock Express,112,PCL,11,AAA,694497,Evan Carter,Evan,Carter,Evan,E Carter,LF/CF,18,81,68,16,2,2,2,7,6,2,13,0,19,28,9,1,0,0,0,6,11,22,11,8,3,0,31,4,5,0,7,299,122,37,49,1,0,0.235,0.16,0.412,0.572,0.176,0.298,0.5
2025,102,RR,Round Rock Express,112,PCL,11,AAA,571466,Tucker Barnhart,Tucker,Barnhart,Tucker,T Barnhart,C,20,83,69,17,4,0,2,12,0,1,10,0,16,27,15,1,1,1,2,6,17,21,10,5,6,0,31,7,4,0,6,320,138,37,55,0,1,0.246,0.159,0.391,0.55,0.145,0.288,0.81
2025,102,RR,Round Rock Express,112,PCL,11,AAA,669386,Trevor Hauver,Trevor,Hauver,Trevor,T Hauver,2B/RF,26,112,97,23,6,0,3,12,1,1,12,0,26,38,16,3,0,1,2,9,25,24,18,0,6,0,52,3,4,0,16,431,177,43,72,0,0,0.237,0.134,0.392,0.526,0.155,0.29,1.042
2025,102,RR,Round Rock Express,112,PCL,11,AAA,664059,Sam Haggerty,Samuel,Haggerty,Sam,S Haggerty,LF/CF,17,73,62,17,1,1,0,8,6,0,9,0,18,20,7,2,0,1,1,2,14,14,9,1,4,0,14,10,1,0,6,263,123,30,45,1,1,0.274,0.151,0.323,0.474,0.048,0.378,1.0
2025,102,RR,Round Rock Express,112,PCL,11,AAA,676701,Alan Trejo,Alan,Trejo,Alan,A Trejo,2B/SS,19,77,71,15,8,1,0,13,1,0,4,0,21,25,14,1,0,2,0,9,18,19,14,2,3,0,34,1,5,0,9,305,164,56,52,0,0,0.211,0.078,0.352,0.43,0.141,0.288,0.947
